"","Hogwarts.House","First.Name","Last.Name","Birthday","Best.Hand","Arithmancy","Herbology","Defense.Against.the.Dark.Arts","Divination","Muggle.Studies","Ancient.Runes","History.of.Magic","Transfiguration","Potions","Care.of.Magical.Creatures","Charms","Flying"
"141","Hufflepuff","Nikita","Strickland","10/06/2000","Left",41053,6.17918175,-5.284489229,3.346,-455.8553713,409.2814685,4.920895456,1040.789717,5.847602696,0.769264843,-244.58289,32.31
"142","Gryffindor","Tricia","Burt","07/01/1999","Left",59954,-5.493792798,-4.611230064,3.154,-442.6072499,585.3230641,-6.295390133,920.9030921,-1.165019791,-0.820437717,-254.67415,195.15
"143","Gryffindor","Carol","Parham","07/11/1998","Left",24650,-6.360229003,-5.586435977,5.851,-252.9219523,570.6071426,-3.486273581,936.5426745,2.913304735,0.722964655,-251.6597,181.6
"144","Hufflepuff","Rico","Windsor","13/07/1999","Left",57887,1.751854283,-4.338334444,7.652,-617.9296217,427.1000253,4.888227535,1065.583586,6.050421311,-1.881346242,-243.83637,-44.78
"145","Hufflepuff","Scotty","Batista","02/04/1997","Right",58520,4.668119481,-3.492462885,4.84,-702.708128,428.1336379,8.135336177,1061.361582,8.78525129,1.523209951,-242.69108,-40.96
"146","Ravenclaw","Willard","Crawley","08/09/1997","Right",22720,6.792195367,3.476796404,6.175,353.6169509,603.5536746,4.238170908,1063.487666,9.065764756,0.002686688,-228.90279,52.22
"147","Hufflepuff","Shellie","Trevino","02/12/2000","Right",67201,2.454938604,-4.404998004,5.576,-785.682314,440.26028,4.844863014,1075.573608,8.001190878,0.524553042,-245.65922,-33.94
"148","Slytherin","Salvatore","Foster","15/10/1998","Left",30827,-3.192009725,6.650711895,-3.819,-579.4392743,397.1510958,6.597508249,1036.763963,9.543293733,-0.622381805,-245.40229,-49.92
"149","Gryffindor","Clarissa","Badillo","30/05/1997","Right",23951,-8.243782627,-5.414031927,4.301,-472.9268822,503.7123382,-2.570860032,926.6004695,2.111850954,0.315151533,-255.15668,153.04
"150","Ravenclaw","Jasmine","Tiller","15/05/1999","Right",76651,6.35825848,7.250401162,3.452,628.5234391,572.5727892,6.364409681,1037.007096,3.520341502,-1.137333567,-230.69598,-60.09
"151","Slytherin","Ollie","Prescott","13/09/2000","Left",93408,-10.29566275,2.079945104,-7.405,-448.4862992,391.0234419,5.739149987,1061.935636,10.97656423,-0.333535962,-259.49964,-162.04
"152","Gryffindor","Lee","Harlow","11/06/1997","Right",35134,3.706746092,2.542453513,5.738,504.0471879,621.9938948,5.149580798,1051.651816,9.859909583,-0.469361778,-231.87388,21.56
"153","Slytherin","Caroline","Whatley","14/11/1996","Right",60450,-5.463621629,-0.387863497,-5.022,-565.0911203,381.1152016,5.295359242,1053.462465,8.781968928,1.323402936,-251.22853,-98.27
"154","Gryffindor","Haley","Pryor","20/11/1998","Right",74889,3.834011228,-2.405591872,6.217,-834.202775,440.2105982,3.244443649,1078.451414,5.289389523,-0.330120097,-243.72415,-31.21
"155","Gryffindor","Tyra","Tellez","04/05/2000","Right",74776,-5.843497777,-1.49533283,1.734,-1040.739017,665.2166782,-6.810648246,953.1997572,5.257587542,-0.480792125,-255.42549,225
"156","Slytherin","Frederic","Colson","20/06/1997","Left",36809,3.876843405,4.344341354,6.955,799.6585136,640.8639502,3.671743344,1084.864485,9.313481918,0.558562573,-228.39853,-7.29
"157","Gryffindor","Janell","Anthony","25/04/1998","Left",54022,-6.860523903,-4.613186395,3.526,-510.4917611,571.3787174,-3.690399109,946.7065489,3.278383914,-0.801715774,-255.12874,153.59
"158","Hufflepuff","Willard","Morley","24/01/1999","Right",66454,4.253128778,-2.616447314,4.786,-604.236539,495.74797,2.963094615,1056.878762,7.359841121,0.931996623,-242.63107,-58.56
"159","Slytherin","Domingo","Luce","04/11/1998","Left",42671,-3.702781469,6.107750353,-4.861,-840.6024328,330.0154229,6.08308168,1071.843317,9.351571328,-1.340725223,-248.78562,-99.87
"160","Gryffindor","Winnifred","Gunter","27/02/1999","Right",57950,-3.324601282,-5.569376533,5.857,-466.8893518,648.2731011,-6.312407945,944.9914782,2.316835584,0.416432254,-251.92547,227.01
"161","Hufflepuff","Melva","Trimble","06/04/1999","Right",88282,4.99312522,-3.033864755,4.562,-602.5488953,425.3294773,4.658685107,1060.349507,3.753074796,-0.654831028,-245.04629,-51.42
"162","Hufflepuff","Lyle","Haynes","15/12/1998","Left",50043,5.265118131,-5.386107738,5.286,-495.8327137,438.3074515,4.153128708,1043.57857,5.477547575,0.220595992,-244.13536,26.88
"163","Gryffindor","Donte","Richard","03/09/1997","Right",64810,-3.383498495,-5.900487496,5.109,-670.3685774,629.2729195,-7.545057581,928.4767111,0.3186395,-1.284640185,-254.67808,246.76
"164","Slytherin","Sherwood","Cassidy","17/07/1997","Right",69396,-6.613031411,4.897690447,-4.261,-544.83866,377.650315,7.829515063,1033.155115,8.453327138,-0.525952664,-251.29157,-135.83
"165","Ravenclaw","Darlene","Hess","02/06/2000","Left",51035,3.44406083,-5.893931005,6.151,-386.6833659,410.4819213,8.014816205,1043.065111,6.828954913,0.462389911,-243.83655,-45.15
"166","Gryffindor","Roderick","Pellegrino","18/04/2001","Right",60317,-4.744751495,-5.583941494,4.969,-713.4010973,563.8935294,-5.85616207,935.2947719,-0.065219171,-1.974876997,-255.41667,192.26
"167","Ravenclaw","Desiree","Galvan","21/03/2000","Left",52046,1.14101953,5.737876665,4.434,636.7532094,579.7589438,7.737965975,1058.069574,8.090147871,0.837169969,-229.76232,-59.3
"168","Hufflepuff","Judy","Jett","20/04/2000","Right",34513,2.648173958,-5.539241932,4.025,-328.1328491,345.3385423,8.953351443,1045.167276,7.00282621,0.15345571,-245.162,-64.55
"169","Ravenclaw","Janie","Demers","17/12/1999","Right",48160,2.08487937,4.922190168,4.762,269.5468082,615.3885406,2.910657515,1032.634888,6.815956855,0.364851661,-234.16569,30.36
"170","Slytherin","Grant","Villalobos","09/03/2001","Left",63898,-5.093227531,3.936710715,-5.105,-304.3992279,432.4583829,3.293762531,1037.170877,7.77487743,-0.234726121,-251.6792,-53.28
"171","Ravenclaw","Osvaldo","Lassiter","20/09/2001","Right",32931,6.858854438,6.093808303,3.784,594.0858696,576.8524471,4.748018613,1069.890742,7.633852689,1.516639073,-228.64198,3.92
"172","Ravenclaw","Merle","Pogue","05/11/1997","Right",63764,5.562009354,6.543254732,3.081,366.2073794,576.8889845,5.596064163,1034.663699,5.310526779,-0.554227816,-232.20877,-18.4
"173","Hufflepuff","Vince","Madigan","12/10/2001","Right",23358,6.523458376,-6.972342679,3.154,-647.8210345,465.4632342,2.22389532,1045.096708,7.70052491,-0.273545688,-243.69343,116.92
"174","Hufflepuff","Dee","Suarez","16/08/1998","Right",46230,6.049431707,-5.838744938,4.855,-659.1811252,439.8361695,6.967560128,1049.801094,8.847945383,0.195227905,-243.42114,18.44
"175","Hufflepuff","Candi","Hammonds","01/11/1998","Right",57447,3.817087109,-4.579558181,5.666,-568.0164531,402.9104654,4.811765383,1060.326516,5.950372993,-1.462201983,-244.6276,-29.67
"176","Slytherin","Constance","Mclean","02/06/2001","Left",62755,-5.894275031,4.867742855,-6.54,-424.8169743,391.0759972,6.358911975,1031.537229,8.964685695,-0.560476064,-252.34178,-94.83
"177","Gryffindor","Odessa","Windham","10/06/1999","Right",53107,-7.170461422,-4.520800972,2.633,-582.920585,584.6048039,-5.938567315,911.0984849,0.871822552,-0.766976051,-257.27992,212.9
"178","Hufflepuff","Melba","Bass","29/07/2000","Left",53951,5.762288759,-2.877481475,2.468,-316.5661961,384.442291,3.038353592,1038.800295,1.812886234,0.106849625,-244.9695,6.06
"179","Ravenclaw","John","Fallon","01/03/2000","Right",37146,6.552420265,5.549535243,3.7,190.9472284,584.7171961,4.690012978,1033.94111,6.997674792,0.759081104,-231.08106,47.97
"180","Hufflepuff","Ernestine","Sowers","18/08/2001","Right",68166,3.202357913,-2.400823923,6.942,-638.4715437,463.3040777,6.631232462,1058.765128,7.118105168,-1.311887826,-241.52183,-48.59
"181","Slytherin","Casandra","Hoag","18/03/1997","Left",64144,10.15399255,-0.387863497,5.525,512.7209612,602.5562105,5.209066207,1057.24132,4.866683817,-2.359472381,-227.4041,-1.72
"182","Ravenclaw","Gena","Sotelo","06/01/1999","Left",27979,5.386216214,4.912030084,4.919,501.3536683,591.4395993,4.449335846,1058.808629,8.169258459,-0.100032045,-229.675,22.95
"183","Gryffindor","Leonard","Koehler","05/04/1997","Left",35189,-5.325588428,-3.074820104,4.841,-506.5198432,615.4970906,2.963094615,959.0186436,4.170306096,-0.023566202,-250.64329,207.29
"184","Slytherin","Trinidad","Ruffin","14/05/2000","Right",41364,-1.948316988,6.238295682,-5.184,-590.2016266,393.4908391,6.189992957,1024.240753,8.198618546,-0.731687832,-247.07332,-36.25
"185","Hufflepuff","Delmer","Cope","15/02/1997","Left",28965,3.711702153,-6.802946427,5.011,-195.8960847,379.1382341,10.69302455,1026.574201,8.133596322,0.540532564,-243.39375,-43.78
"186","Ravenclaw","Leroy","Brannon","09/06/2000","Left",56614,1.14101953,4.442678757,5.316,627.3584166,611.4258278,2.887861509,1035.425611,4.275057209,0.93049263,-232.03488,15.6
"187","Ravenclaw","Hilton","Mckinney","22/07/2000","Right",65007,3.916867778,4.844397776,5.117,463.8931222,634.809663,4.985683931,1041.283541,7.285387519,1.474713362,-232.16272,-8.37
"188","Slytherin","Johnnie","Bui","18/04/2000","Left",28083,-2.772678467,5.99851757,-4.409,-448.1468031,402.6128571,3.470442205,1053.098651,8.738619667,1.250476009,-246.41329,-21.7
"189","Hufflepuff","Jeniffer","Carrion","05/11/1998","Left",52547,6.363651172,-4.608696955,6.058,-737.787623,431.5175709,4.382766689,1059.553056,5.933551973,-0.498113365,-242.67607,19.33
"190","Gryffindor","Vonda","Pierson","20/04/1999","Right",41751,-6.375112055,-5.644638566,3.207,-705.9784397,594.037574,-4.626894269,938.2600919,4.850524192,-0.309885744,-255.86529,215.51
"191","Hufflepuff","Angie","Cash","01/05/1999","Left",66257,4.790851786,-4.157597733,6.998,-732.508071,402.6962472,3.292420292,1071.290709,3.499110212,1.428366147,-243.88303,-27.76
"192","Hufflepuff","Keshia","Stubblefield","24/02/1998","Left",56484,6.581190084,-3.929083247,3.154,-243.9622997,389.137746,6.780875804,1029.616759,2.876017651,-0.993095257,-242.60906,-28.34
"193","Ravenclaw","Ulysses","Lovell","27/04/2001","Right",52534,3.036113516,5.401010564,5.136,620.3230217,625.4777756,7.537375976,1063.38843,10.43922678,0.154865242,-230.00043,-52.4
"194","Gryffindor","Clarissa","Muniz","05/05/1997","Right",52057,-3.695010323,-3.642924116,5.533,-633.4503668,613.1442194,2.963094615,969.1902629,2.753030507,0.954209425,-250.98288,201.18
"195","Gryffindor","Rosemarie","Rosenberg","01/12/1998","Right",47712,-6.996093832,-5.688842774,3.278,-519.9725341,577.9789705,-2.874741311,948.3959913,5.219689107,-0.555123872,-255.55284,161.88
"196","Gryffindor","Neil","Seely","30/04/2001","Right",75470,-4.790696142,-4.385422218,4.549,-282.8204687,619.9264555,-4.898538922,961.8046649,2.103381826,-2.95315194,-253.02031,146.03
"197","Ravenclaw","Juliana","Aranda","18/09/1998","Right",53337,2.702063236,4.78527717,4.246,371.1784112,603.3596958,4.614547777,1040.087679,7.477363975,1.454917006,-233.79125,-2.23
"198","Slytherin","Adriana","Byars","05/01/2001","Right",54069,-4.776128088,4.861910864,-5.671,-389.9072852,401.5563771,3.777861436,1047.362736,8.246324171,0.191143941,-250.89759,-61.64
"199","Slytherin","Jesse","Van","17/08/1999","Left",45656,-7.081940967,5.791969494,-4.896,-352.5668721,394.4803721,6.645504027,1043.885261,10.11462555,-0.90331333,-249.52768,-104.82
"200","Gryffindor","Alisha","Broome","31/05/1999","Left",56217,-5.515156207,-5.036260828,4.488,-592.1003791,581.8193974,-5.280261233,937.6491124,1.418974604,-1.948441685,-254.79353,187.82
"201","Gryffindor","Lauretta","Hirsch","12/03/1998","Left",44354,-7.116823409,-2.822684578,4.095,-573.8183238,551.7320793,-4.816170885,942.2525497,1.371628256,-1.148173909,-253.71792,161.83
"202","Hufflepuff","Cedrick","Batson","21/04/1999","Right",41635,7.818014715,-5.853417745,3.751,-224.5899149,432.4515575,4.340850568,1032.324805,5.42375481,-0.080905596,-243.80638,66.07
"203","Gryffindor","Rolf","Cottle","06/10/1997","Left",83831,-6.202936477,-6.855392954,1.61,-571.7193361,601.3921222,-5.17935124,923.1497257,1.855847986,-1.672884991,-260.40861,185.2
"204","Ravenclaw","Romona","Whitlow","13/06/1999","Right",63666,2.153848392,6.444893687,4.918,-224.5899149,633.8530199,5.615065665,1070.950868,8.55441171,-1.393507412,-230.4437,-68.89
"205","Hufflepuff","Ike","Galvez","21/04/1999","Right",73991,5.675772963,-0.935225474,4,-782.1520997,430.6443282,5.10083978,1069.070792,5.71753392,0.690262266,-242.57102,-33.02
"206","Ravenclaw","Suzette","Culp","07/07/2000","Left",49681,6.203273299,5.429444233,4.311,436.0712419,602.3760955,3.95409002,1026.876006,5.024836485,-0.05342714,-231.17254,34.47
"207","Slytherin","Nell","Boettcher","12/12/1997","Right",46572,-5.701988971,6.115757921,-3.675,-577.360626,373.1309916,8.342000044,1037.533818,9.542520571,1.287664008,-247.86671,-115.73
"208","Ravenclaw","Sybil","Wills","13/05/1997","Right",42726,6.212943942,3.741407321,6.656,601.525774,613.1248296,4.572754459,1062.541138,7.381515635,-1.122654505,-228.96442,7.14
"209","Hufflepuff","Jess","Rafferty","30/12/2000","Left",65205,3.999361434,-3.493525889,6.097,-804.0978309,471.2868597,2.834630421,1030.096946,6.774778163,-0.958258079,-243.83926,11.44
"210","Gryffindor","Hai","Burns","15/12/1998","Right",45797,-2.511858062,-6.050804028,6.519,-370.6685801,662.8662958,-5.530696238,970.3290274,5.14137546,1.21582809,-249.47542,225.38
"211","Ravenclaw","Elmo","Stanton","25/02/1999","Left",-3149,2.415141863,4.644981085,2.878,-97.58587862,490.7030699,5.849143761,1046.153609,9.985733337,-0.296716867,-234.12683,32.6
"212","Ravenclaw","Lettie","Estrella","31/12/1997","Right",42143,6.180251849,4.405345756,5.01,451.0484117,539.4581323,4.170292632,1033.009098,3.33755589,-0.892257108,-231.73096,8.39
"213","Ravenclaw","Adolph","Damico","14/07/1997","Right",78362,2.773405771,5.782004813,4.539,595.3642082,577.7823937,4.068253323,1036.000697,2.908140694,0.455311612,-234.19162,-57.27
"214","Hufflepuff","Julius","Tirado","30/08/2001","Left",50264,4.758655299,-5.402789786,6.395,-489.6955321,402.5129259,5.528666822,1048.978121,4.799839038,0.37546467,-243.52072,-16.93
"215","Hufflepuff","Bobbie","Meehan","27/02/2001","Left",56428,2.119200616,-0.387863497,5.233,-536.6152913,446.591012,9.376019208,1053.386517,9.937079444,-0.447358506,-242.55764,-65.02
"216","Ravenclaw","Carlotta","Neeley","30/08/1998","Right",41431,5.83575302,4.869648708,5.084,463.2102622,577.7032362,5.463847354,1056.390167,7.198473849,-0.66908378,-230.03411,-6.05
"217","Ravenclaw","Domenic","Carrion","27/06/2001","Right",49635,5.686712601,7.906285204,2.442,870.5116483,540.400692,6.498276242,1075.859771,7.205894965,0.104642119,-228.08901,-59.84
"218","Hufflepuff","Zachariah","Norman","26/12/1998","Left",50407,4.274698837,-4.816470748,5.238,-595.4089992,404.8977424,7.196446948,1057.367672,7.449067575,-0.115090257,-243.72921,-33.09
"219","Ravenclaw","Diane","Maldonado","23/11/2000","Left",58448,4.716843451,3.966592516,6.964,669.6709072,663.5483403,2.987466934,1050.037038,6.528535831,1.292502984,-230.24532,18.37
"220","Hufflepuff","Daphne","Schuler","22/07/2001","Right",49635,6.116955726,-4.158651693,3.703,-446.0409486,363.3708931,4.699325606,1053.651543,1.314651279,1.559495674,-246.13159,-58.26
"221","Slytherin","Bryan","Logsdon","20/07/1998","Right",52561,-4.892783187,3.552704756,-4.839,-224.5899149,442.9363601,2.924344755,1049.893186,9.590622653,0.657251914,-250.92786,-33.02
"222","Ravenclaw","Levi","Felder","19/02/1998","Left",48202,3.438856128,5.955226383,3.521,449.6208823,582.8313197,5.534526528,1035.767566,6.894390304,1.048141409,-232.497,-12.27
"223","Gryffindor","Lauri","Wilkinson","26/10/1997","Right",82744,-1.860503821,-6.53242846,5.345,-630.0966673,665.8465723,-6.416418126,965.6460442,3.298249708,1.229521232,-253.44305,213.77
"224","Gryffindor","Autumn","Thomsen","12/01/1998","Right",46825,1.14101953,-6.725697665,5.437,-506.4553269,578.6972208,-5.605920963,941.6519022,1.363039613,-1.206837681,-253.94765,207.78
"225","Hufflepuff","Tammi","Almond","20/06/1998","Right",69088,3.871038946,-5.365354306,6.696,-610.4877576,368.4273189,3.368282815,1068.950911,2.219101613,1.383943619,-246.04393,-52.64
"226","Slytherin","Loren","Forrest","03/12/1998","Right",48818,-6.614204228,5.020857484,-6.391,-490.0926383,371.1890479,6.639299289,1053.663916,10.85337426,-0.140256823,-251.70933,-106.15
"227","Hufflepuff","Catina","Whitehurst","29/10/2001","Right",51264,4.734196112,-5.169500193,5.437,-638.0519657,404.7888007,4.258943131,1061.577283,5.571527972,0.265548522,-244.69562,-2.31
"228","Ravenclaw","Alex","Leavitt","17/03/1999","Left",54607,4.455824548,-0.387863497,4.341,419.7175995,597.4922295,2.218653321,1050.099582,4.966313211,0.343337798,-232.33453,13.23
"229","Ravenclaw","Eula","Stinson","15/07/1998","Left",42570,6.167041371,5.211448874,3.759,267.613102,525.0580596,4.331309824,1025.627007,3.313132248,-0.909455938,-232.78179,15.7
"230","Gryffindor","Christian","Maldonado","05/12/1997","Left",42645,-6.597507623,-6.660165326,4.162,-246.4285884,577.4299144,-3.939241186,923.5035603,2.188838036,0.096395036,-255.2965,184.89
"231","Hufflepuff","Bobbie","Snow","29/10/2000","Right",50145,4.343183927,-6.081216399,6.181,-529.9455912,389.9018735,6.134390479,1054.232476,5.60219905,1.064614891,-244.46624,-28.99
"232","Ravenclaw","Fernando","Champion","03/02/2001","Right",30828,3.634550429,2.601274282,6.223,466.1835597,598.5308354,3.520369142,1056.401453,8.141812646,0.333038932,-232.16003,27.73
"233","Slytherin","Kelvin","Zamora","12/12/1998","Left",36343,-2.705248657,6.111297505,-5.643,-478.5481962,394.7085974,2.157434276,1063.234037,8.222111952,-0.023005903,-248.17483,-23.22
"234","Hufflepuff","Rudolf","Crouch","19/10/2001","Right",61915,3.319553326,-2.639136695,6.057,-803.3674975,385.9577652,5.402882061,1081.16086,5.770465478,1.520140881,-243.50886,-66.11
"235","Hufflepuff","Fidel","Ginn","10/12/2000","Left",28456,5.583606854,-8.066085169,3.646,-100.1684434,348.0137245,5.901770049,1020.883231,3.450222059,0.156932127,-246.31398,12.97
"236","Ravenclaw","Ruth","Treat","14/10/1997","Left",44701,5.268028765,2.073579032,7.6,777.4941327,622.1680865,4.735573745,1085.696799,8.940047886,-2.313232906,-229.29394,-20.43
"237","Gryffindor","Lina","Townsend","21/10/1997","Left",67258,-5.916663032,-3.244681366,2.959,-828.74088,583.815009,-6.296138459,944.7145772,1.498097654,0.418530366,-256.14357,187.42
"238","Gryffindor","Cruz","Pannell","18/01/1998","Left",51626,-3.986902523,-4.585867003,7.053,-344.0051205,591.0479482,-5.315568344,952.2205146,0.31122755,-0.735800574,-250.2653,172.3
"239","Slytherin","Bradly","Cain","30/08/1998","Right",65673,-8.102690136,5.937845695,-7.049,-426.6907729,351.2828215,6.857747208,1050.573323,9.101179327,0.342759291,-253.43132,-152.9
"240","Hufflepuff","Dianne","Vaught","14/08/2000","Left",27198,5.243434481,-7.640716391,5.404,-357.4384517,347.3995123,6.214927762,1040.754972,4.742992342,-0.746694446,-244.90329,-1.87
"241","Ravenclaw","Blair","Candelaria","06/12/1996","Left",47250,6.851677747,6.085528321,4.471,601.6669078,628.8008172,4.767540352,1052.115279,7.430995178,-1.192616013,-228.47931,17.72
"242","Gryffindor","Leif","Cantu","08/02/1998","Left",44888,-2.988705384,-10.1621194,4.99,-703.4684734,601.2797951,-5.326946802,938.4622871,4.150857932,-1.103804875,-256.44968,256.09
"243","Hufflepuff","Danilo","Pickard","11/06/2001","Right",52727,5.524066553,-4.076675672,6.235,-550.4783277,406.3652622,4.057055961,1051.990337,3.548675775,0.614516804,-242.77415,-3.09
"244","Hufflepuff","Leila","Ruiz","23/09/1997","Right",49635,1.614280513,-6.860624585,6.635,-467.1354992,330.4393319,5.787547283,1068.504231,3.584790801,-1.765940925,-247.57799,-98.04
